title_id,original_title,genre,duration,country,content_rating,director,income,votes,score,year
tt0111161,The Shawshank Redemption,Drama,142.0,USA,R,Frank Darabont,28815245,2278845,9.3,1995
tt0068646,The Godfather,"Crime, Drama",175.0,USA,R,Francis Ford Coppola,246120974,1572674,9.2,1972
tt0468569,The Dark Knight,"Action, Crime, Drama",152.0,USA,PG-13,Christopher Nolan,1005455211,2241615,9.0,2008
tt0071562,The Godfather: Part II,"Crime, Drama",220.0,USA,R,Francis Ford Coppola,408035783,1098714,9.0,1975
tt0110912,Pulp Fiction,"Crime, Drama",129.5,USA,R,Quentin Tarantino,222831817,1780147,8.9,1994
tt0167260,The Lord of the Rings: The Return of the King,"Action, Adventure, Drama",201.0,New Zealand,PG-13,Peter Jackson,1142271098,1604280,8.9,2004
tt0108052,Schindler's List,"Biography, Drama, History",129.5,USA,R,Steven Spielberg,322287794,1183248,8.9,1994
tt0050083,12 Angry Men,"Crime, Drama",96.0,USA,Unrated,Sidney Lumet,2877755,668473,8.9,1957
tt1375666,Inception,"Action, Adventure, Sci-Fi",148.0,USA,PG-13,Christopher Nolan,869784991,2002816,8.8,2010
tt0137523,Fight Club,Drama,129.5,UK,R,David Fincher,101218804,1807440,8.8,1999
tt0109830,Forrest Gump,"Drama, Romance",142.0,USA,PG-13,Robert Zemeckis,678229452,1755490,8.8,1994
tt0120737,The Lord of the Rings: The Fellowship of the Ring,"Action, Adventure, Drama",178.0,New Zealand,PG-13,Peter Jackson,887934303,1619920,8.8,2002
tt0060196,"Il buono, il brutto, il cattivo",Western,161.0,Italy,Approved,Sergio Leone,25252481,672499,8.8,1966
tt0133093,The Matrix,"Action, Sci-Fi",129.5,USA,R,"Lana Wachowski, Lilly Wachowski",465718588,1632315,8.7,1999
tt0167261,The Lord of the Rings: The Two Towers,"Action, Adventure, Drama",179.0,New Zealand,PG-13,Peter Jackson,951227416,1449778,8.3,2003
tt0080684,Star Wars: Episode V - The Empire Strikes Back,"Action, Adventure, Fantasy",129.5,USA,PG,Irvin Kershner,549265501,1132073,8.7,1980
tt0099685,Goodfellas,"Biography, Crime, Drama",146.0,USA,R,Martin Scorsese,46879633,991505,8.7,1990
tt0073486,One Flew Over the Cuckoo's Nest,Drama,129.5,USA,R,Milos Forman,108997629,891071,8.7,1976
tt0816692,Interstellar,"Adventure, Drama, Sci-Fi",169.0,USA,PG-13,Christopher Nolan,696742056,1449256,8.6,2014
tt0114369,Se7en,"Crime, Drama, Mystery",127.0,USA,R,David Fincher,327333559,1402015,8.6,1995
tt0102926,The Silence of the Lambs,"Crime, Drama, Thriller",118.0,USA,R,Jonathan Demme,272753884,1234134,8.6,1991
tt0076759,Star Wars,"Action, Adventure, Fantasy",121.0,USA,PG,George Lucas,775768912,1204107,8.6,1977
tt0120815,Saving Private Ryan,"Drama, War",169.0,USA,R,Steven Spielberg,482349603,1203825,8.6,1998
tt0120689,The Green Mile,"Crime, Drama, Fantasy",189.0,USA,R,Frank Darabont,286801374,1112336,8.6,2000
